종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"248270","TIGER S&P글로벌헬스케어(합성)","21760","-50","-0.23","21696.50","21760","21760","21560","2880","62390435","24371200000","0","1120000","S&P Global 1200 Health Care Index","4733.95","-23.03","-0.48"
"0025N0","TIGER TDF2045","10495","60","0.57","10432.46","10455","10495","10455","388149","4066048583","112296500000","0","10700000","S&P 500 and Korea Target Date 2045 (KRW) PR 지수","437.47","2.66","0.61"
"292150","TIGER TOP10","13165","-25","-0.19","13126.02","13200","13225","13065","123407","1621161879","1133506500000","0","86100000","FnGuide TOP10 지수","4597.87","-5.25","-0.11"
"453950","TIGER TSMC파운드리밸류체인","17435","105","0.61","17341.00","17490","17490","17275","13236","229383137","21793750000","0","1250000","FactSet TSMC 파운드리 밸류체인 지수(시장가격지수)","409.19","6.02","1.49"
"364990","TIGER 게임TOP10","5950","45","0.76","5957.32","5925","5980","5875","88887","527580162","36890000000","0","6200000","KRX 게임 TOP 10 지수","737.47","3.47","0.47"
"139280","TIGER 경기방어","11880","-140","-1.16","11909.24","12020","12020","11850","30141","357907240","70567200000","0","5940000","코스피 200 경기방어소비재","1191.15","-14.27","-1.18"
"237440","TIGER 경기방어채권혼합","10030","-55","-0.55","10059.47","10085","10085","10030","12761","128213520","8024000000","0","800000","경기방어소비재 채권혼합 지수","1593.43","-4.89","-0.31"
"319640","TIGER 골드선물(H)","20960","40","0.19","21006.80","20970","21015","20942","22525","472555134","116328000000","0","5550000","S&P GSCI Gold Index(TR)","1650.88","0.00","0.00"
"160580","TIGER 구리실물","12100","40","0.33","12003.58","12105","12175","12045","30407","366993338","38115000000","0","3150000","S&P GSCI Cash Copper Index","220.83","0.00","0.00"
"451530","TIGER 국고채30년스트립액티브","59730","280","0.47","59670.82","59560","59945","59560","10460","625404241","147891480000","0","2476000","KIS STRIP 30Y Index(총수익지수)","11133.88","87.40","0.79"
"114820","TIGER 국채3년","106410","-5","0.00","106456.10","106455","106455","106385","2168","230724480","97045920000","0","912000","KTB INDEX(시장가격)","10458.98","7.81","0.07"
"275980","TIGER 글로벌4차산업혁신기술(합성 H)","18370","160","0.88","18474.04","18200","18370","18200","17081","313384800","87073800000","0","4740000","MorningStar Exponential Technologies Index(PR)","3147.74","19.52","0.62"
"464310","TIGER 글로벌AI&로보틱스 INDXX","13150","280","2.18","13079.84","13025","13150","13020","65151","851249698","90735000000","0","6900000","Indxx Global Robotics & Artificial Intelligence Thematic Index(PR)","5208.22","11.67","0.22"
"418670","TIGER 글로벌AI사이버보안","15065","180","1.21","14962.14","14915","15065","14915","55731","837502975","28322200000","0","1880000","Indxx Cybersecurity 지수 (PR)","2427.16","14.62","0.61"
"466950","TIGER 글로벌AI액티브","19625","335","1.74","19544.47","19410","19645","19410","182585","3574086141","272395000000","0","13880000","Indxx Artificial Intelligence and Big Data 지수(PR)","6668.81","0.28","0.00"
"491010","TIGER 글로벌AI전력인프라액티브","15700","305","1.98","15591.23","15500","15955","15500","892581","14036428434","115709000000","0","7370000","Mirae Asset AI Infrastructure 지수(PR)","3159.75","0.00","0.00"
"412770","TIGER 글로벌AI플랫폼액티브","12925","25","0.19","13031.17","12980","12980","12635","13224","170791845","113869250000","0","8810000","Indxx Global Metaverse Index (Price Return)","3914.30","0.27","0.01"
"394670","TIGER 글로벌리튬&2차전지SOLACTIVE(합성)","6420","320","5.25","6459.60","6220","6475","6220","221461","1409711404","216482400000","0","33720000","Solactive Global Lithium 지수(PR)","993.43","22.30","2.30"
"440340","TIGER 글로벌멀티에셋TIF액티브","11130","45","0.41","11117.47","11415","11415","11060","3967","43972585","15582000000","0","1400000","INDXX 멀티에셋인컴 지수(시장가격 지수)","1124.12","0.35","0.03"
"476690","TIGER 글로벌비만치료제TOP2Plus","9000","-30","-0.33","8872.81","8885","9000","8805","81658","724345274","58950000000","0","6550000","Indxx Global Obesity Treatment Top 2 Plus 지수 (시장가격)","2281.28","-6.86","-0.30"
"480310","TIGER 글로벌온디바이스AI","11495","95","0.83","11485.17","11500","11500","11415","62076","710716945","74142750000","0","6450000","Mirae Asset Global On-Device AI 지수 (PR)","4209.18","0.00","0.00"
"387270","TIGER 글로벌이노베이션액티브","18100","200","1.12","18065.36","17900","18125","17900","7760","140062810","24797000000","0","1370000","NASDAQ 100","23065.47","-15.58","-0.07"
"276000","TIGER 글로벌자원생산기업(합성 H)","15170","95","0.63","15295.28","15155","15260","14895","701","10616685","12894500000","0","850000","MorningStar Global Upstream Resources Index(PR)","4155.03","17.69","0.43"
"394660","TIGER 글로벌자율주행&전기차SOLACTIVE","11570","270","2.39","11607.41","11510","11595","11495","68117","786035686","280456800000","0","24240000","Solactive Autonomous & Electric Vehicles 지수(PR)","1656.05","10.60","0.64"
"371450","TIGER 글로벌클라우드컴퓨팅INDXX","11585","165","1.44","11640.37","11515","11605","11510","12275","141955085","30584400000","0","2640000","Indxx Global Cloud Computing Index(PR)","6022.52","56.24","0.94"
"464930","TIGER 글로벌혁신블루칩TOP10","16455","105","0.64","16409.57","16510","16510","16350","14403","236053815","137399250000","0","8350000","Mirae Asset Global Innovative Bluechip Top 10 Index(PR)","5871.73","0.00","0.00"
"139310","TIGER 금속선물(H)","5700","35","0.62","5856.88","5665","5700","5665","795","4518195","2280000000","0","400000","S&P GSCI Industrial Metals Select Index(TR)","239.00","0.00","0.00"
"139320","TIGER 금은선물(H)","14435","15","0.10","14446.79","14440","14465","14430","25960","375083700","9382750000","0","650000","S&P GSCI Precious Metals Index(TR)","3693.54","0.00","0.00"
"137610","TIGER 농산물선물Enhanced(H)","5300","20","0.38","5309.22","5270","5315","5270","19319","102228805","14310000000","0","2700000","S&P GSCI Agriculture Enhanced Index(ER)","70.44","0.24","0.34"
"182490","TIGER 단기선진하이일드(합성 H)","13570","80","0.59","13515.29","13590","13595","13560","882","11989145","8142000000","0","600000","Markit iBoxx USD Liquid High Yield 0-5 year 지수","80.27","0.04","0.05"
"272580","TIGER 단기채권액티브","55945","10","0.02","55946.27","55935","55945","55930","24090","1347507865","755145610000","0","13498000","KIS MSB 6M PLUS 지수","13344.53","2.54","0.02"
"157450","TIGER 단기통안채","110875","5","0.00","110881.49","110850","110880","110850","33813","3748901194","884782500000","0","7980000","KIS MSB 6M(총수익)","13211.34","2.44","0.02"
"105010","TIGER 라틴35","4650","50","1.09","4642.75","4685","4685","4625","2304","10666674","5580000000","0","1200000","BNY Latin America 35 ADR","2294.15","-34.79","-1.49"
"123320","TIGER 레버리지","24780","-80","-0.32","24771.20","24995","25095","24500","116778","2891445315","64428000000","0","2600000","코스피 200","431.10","-0.54","-0.13"
"174350","TIGER 로우볼","17320","-110","-0.63","17279.22","17385","17385","17140","3233","55614137","7274400000","0","420000","FnGuide Low Vol 지수","17861.83","-203.26","-1.13"
"329200","TIGER 리츠부동산인프라","4255","5","0.12","4262.33","4250","4260","4240","1808870","7689247899","692288500000","0","162700000","FnGuide 리츠부동산인프라","1682.11","2.92","0.17"
"341850","TIGER 리츠부동산인프라채권","4720","5","0.11","4719.41","4715","4720","4690","3784","17799340","17464000000","0","3700000","KIS 리츠부동산인프라채권PR 지수","39227.02","63.06","0.16"
"0043B0","TIGER 머니마켓액티브","100780","10","0.01","100779.64","100780","100780","100775","47464","4783347032","1927316720000","0","19124000","KIS-미래에셋 MMF지수","116.29","0.02","0.02"
"147970","TIGER 모멘텀","44960","-580","-1.27","45048.09","45545","45545","44600","27817","1247441426","18883200000","0","420000","FnGuide 모멘텀 지수","46208.88","-520.46","-1.11"
"458250","TIGER 미국30년국채스트립액티브(합성 H)","36730","380","1.05","36811.70","36605","36810","36595","235050","8628885778","814083720000","0","22164000","ICE BofA Long US Treasury Principal STRIPS Index","388.22","0.42","0.11"
"476550","TIGER 미국30년국채커버드콜액티브(H)","7835","55","0.71","7808.64","7815","7847","7810","1343121","10514670615","1267703000000","0","161800000","KEDI 미국채30년 위클리 커버드콜30 지수(Total Return)","948.18","0.00","0.00"
"491830","TIGER 미국AI반도체팹리스","13160","95","0.73","13102.23","13130","13195","13095","118713","1561302242","21714000000","0","1650000","Mirae Asset US AI Fabless 지수(PR)","12178.35","0.00","0.00"
"490090","TIGER 미국AI빅테크10","12385","85","0.69","12345.37","12355","12400","12325","189082","2335771402","123850000000","0","10000000","KEDI 미국AI빅테크10 지수(PR)","9292.74","0.00","0.00"
"493810","TIGER 미국AI빅테크10타겟데일리커버드콜","10565","80","0.76","10535.25","10525","10580","10515","317605","3347473136","184359250000","0","17450000","KEDI 미국AI빅테크10+15%데일리프리미엄 지수(TR)","8694.41","0.00","0.00"
"182480","TIGER 미국MSCI리츠(합성 H)","12430","40","0.32","12426.87","12335","12465","12325","30871","381844759","126786000000","0","10200000","MSCI US REIT Index","1285.23","3.43","0.27"
"360750","TIGER 미국S&P500","21880","165","0.76","21811.02","21820","21905","21795","4531089","98970483956","8761846000000","0","400450000","S&P 500","6296.79","-0.57","-0.01"
"448290","TIGER 미국S&P500(H)","15000","105","0.70","14966.92","14975","15010","14975","113520","1701660633","454500000000","0","30300000","S&P 500","6296.79","-0.57","-0.01"
"488500","TIGER 미국S&P500동일가중","10900","130","1.21","10886.59","10845","10910","10835","70985","772408897","142790000000","0","13100000","S&P 500 Equal Weight Index(PR)","7466.67","1.69","0.02"
"225040","TIGER 미국S&P500레버리지(합성 H)","49320","685","1.41","49093.42","49190","49345","49150","14493","713304086","57211200000","0","1160000","S&P 500","6296.79","-0.57","-0.01"
"429000","TIGER 미국S&P500배당귀족","12180","120","1.00","12168.57","12060","12180","12060","42926","521518983","113274000000","0","9300000","S&P 500 Dividend Aristocrats 지수 (Price Return)","1821.04","-4.97","-0.27"
"143850","TIGER 미국S&P500선물(H)","67060","470","0.71","67041.37","66950","67060","66930","7715","516871917","127414000000","0","1900000","S&P 500 Futures Index(ER)","522.76","1.13","0.22"
"225030","TIGER 미국S&P500선물인버스(H)","2735","-20","-0.73","2732.81","2740","2740","2730","410446","1120673299","8615250000","0","3150000","S&P 500 Futures Total Return Index","951.81","2.25","0.24"
"482730","TIGER 미국S&P500타겟데일리커버드콜","10955","85","0.78","10922.36","10880","10955","10880","387325","4229193953","329197750000","0","30050000","S&P500 10% Daily Premium Covered Call Index(TR)","316.83","0.04","0.01"
"133690","TIGER 미국나스닥100","143100","1050","0.74","142744.32","142695","143285","142535","337103","48140794270","5394870000000","0","37700000","NASDAQ 100","23065.47","-15.58","-0.07"
"448300","TIGER 미국나스닥100(H)","18485","130","0.71","18453.47","18475","18500","18450","299164","5525291923","268032500000","0","14500000","NASDAQ 100","23065.47","-15.58","-0.07"
"483240","TIGER 미국나스닥100ETF선물","11130","135","1.23","11018.52","11005","11135","11005","1745","19381590","22260000000","0","2000000","KRX 나스닥 100 ETF 선물지수","1729.72","28.78","1.69"
"418660","TIGER 미국나스닥100레버리지(합성)","27485","365","1.35","27388.47","27320","27580","27300","97441","2670079534","196517750000","0","7150000","NASDAQ 100","23065.47","-15.58","-0.07"
"435420","TIGER 미국나스닥100채권혼합Fn","13220","35","0.27","13215.04","13185","13235","13185","77112","1018456666","203588000000","0","15400000","FnGuide 나스닥100 채권혼합 지수(총수익 지수)","1901.16","7.25","0.38"
"441680","TIGER 미국나스닥100커버드콜(합성)","10105","10","0.10","10118.81","10090","10115","10075","174179","1759089316","395610750000","0","39150000","Cboe Nasdaq-100 BuyWrite V2 지수 (Total Return)","1079.40","-0.64","-0.06"
"486290","TIGER 미국나스닥100타겟데일리커버드콜","9995","80","0.81","9985.21","9965","10000","9965","646287","6448253891","786606500000","0","78700000","NASDAQ 100 Daily Covered Call Target Premium 15% 지수(TR)","368.26","-0.16","-0.04"
"429010","TIGER 미국나스닥넥스트100","14397","142","1.00","14433.92","14380","14415","14355","188","2701767","7198500000","0","500000","Nasdaq Next Generation 100 지수 (Price Return)","1322.26","3.07","0.23"
"203780","TIGER 미국나스닥바이오","22830","55","0.24","22807.16","22790","22855","22780","24018","547465837","57531600000","0","2520000","NASDAQ Biotechnology 지수(시장가격지수)","4393.69","-64.49","-1.45"
"245340","TIGER 미국다우존스30","30355","280","0.93","30270.19","30220","30390","30220","17266","522870703","108670900000","0","3580000","Dow Jones Industrial Average","44342.19","-142.30","-0.32"
"456610","TIGER 미국달러SOFR금리액티브(합성)","57975","105","0.18","57979.96","57875","58000","57800","16315","944147377","542066250000","0","9350000","Solactive SOFR Daily Total Return Index","1203.25","0.14","0.01"
"329750","TIGER 미국달러단기채권액티브","12765","15","0.12","12762.89","12745","12770","12725","149783","1908507825","517876050000","0","40570000","KIS U.S. TREASURY BOND 0-1Y 지수(총수익)","144.79","0.00","0.00"
"261110","TIGER 미국달러선물레버리지","15840","50","0.32","15817.36","15735","15855","15735","611","9646688","9504000000","0","600000","미국달러선물지수","1535.25","0.11","0.01"
"261120","TIGER 미국달러선물인버스2X","5510","0","0.00","5515.01","5545","5545","5510","3234","17851346","23142000000","0","4200000","미국달러선물지수","1535.25","0.11","0.01"
"494840","TIGER 미국방산TOP10","11075","50","0.45","11071.29","11060","11100","11015","49218","543832314","21042500000","0","1900000","Mirae Asset US Defense Top 10 Index(PR)","1736.22","0.00","0.00"
"458730","TIGER 미국배당다우존스","12085","130","1.09","12062.23","12050","12095","12045","1223463","14759558122","2167444750000","0","179350000","Dow Jones U.S. Dividend 100 Price Return Index","5728.33","-25.19","-0.44"
"0008S0","TIGER 미국배당다우존스타겟데일리커버드콜","8875","85","0.97","8867.37","8815","8890","8815","240480","2129089000","164631250000","0","18550000","Dow Jones U.S. Dividend 100 10% Daily Premium Covered Call 지수","243.00","-1.03","-0.42"
"458750","TIGER 미국배당다우존스타겟커버드콜1호","10890","120","1.11","10874.00","10845","10910","10845","49241","535221145","70240500000","0","6450000","DowJones U.S. Dividend 100 3% Premium Covered Call 지수 (TR)","639.98","-3.13","-0.49"
"458760","TIGER 미국배당다우존스타겟커버드콜2호","9700","105","1.09","9678.40","9660","9700","9645","390172","3774204098","988430000000","0","101900000","DowJones U.S. Dividend 100 7% Premium Covered Call 지수 (TR)","522.04","-2.90","-0.55"
"0015K0","TIGER 미국소비트렌드액티브","8550","95","1.12","8627.40","8780","8780","8525","860","7386633","8550000000","0","1000000","Mirae Asset US Consumer Trend 지수 (PR)","1715.23","0.00","0.00"
"305080","TIGER 미국채10년선물","12420","35","0.28","12408.48","12385","12435","12375","326301","4047595077","161460000000","0","13000000","S&P 10-Year U.S. Treasury Note Futures(ER)","187.47","0.45","0.24"
"0046A0","TIGER 미국초단기(3개월이하)국채","9660","5","0.05","9674.18","9645","9670","9625","253385","2444933263","92349600000","0","9560000","ICE 0-3 Month US Treasury Securities 지수","116.72","0.03","0.02"
"465670","TIGER 미국캐시카우100","12510","145","1.17","12576.90","12460","12580","12460","4284","53481279","13135500000","0","1050000","Global X U.S. Cash Flow Kings 100 Index(PR)","2442.83","0.00","0.00"
"381170","TIGER 미국테크TOP10 INDXX","25710","145","0.57","25646.81","25660","25755","25615","1839041","47190721274","3386007000000","0","131700000","Indxx US Tech Top 10 Index","7898.19","9.89","0.13"
"472160","TIGER 미국테크TOP10 INDXX(H)","15960","70","0.44","15925.78","15920","15970","15915","751543","11983259856","273714000000","0","17150000","Indxx US Tech Top 10 Index","7898.19","9.89","0.13"
"472170","TIGER 미국테크TOP10채권혼합","13050","40","0.31","13041.05","13015","13065","13005","105393","1373274917","215977500000","0","16550000","FnGuide 미국테크TOP10 채권혼합지수","2558.07","9.73","0.38"
"474220","TIGER 미국테크TOP10타겟커버드콜","13815","45","0.33","13793.26","13775","13840","13770","437828","6041654585","513227250000","0","37150000","Bloomberg U.S. Tech Top10+10% Premium Covered Call Index","7422.24","11.37","0.15"
"458260","TIGER 미국투자등급회사채액티브(H)","48295","260","0.54","48172.70","48250","48325","48190","10830","522898393","223026310000","0","4618000","iBoxx USD Liquid Investment Grade Index(Price Return)","96.28","0.16","0.17"
"497570","TIGER 미국필라델피아AI반도체나스닥","12390","10","0.08","12354.74","12375","12405","12335","726437","8983326719","470200500000","0","37950000","PHLX US AI Semiconductor 지수 (PR)","1358.77","-12.01","-0.88"
"381180","TIGER 미국필라델피아반도체나스닥","21060","40","0.19","21018.08","21025","21110","20975","2327168","48948348742","2623023000000","0","124550000","PHLX Semiconductor Sector Index","5732.62","-5.02","-0.09"
"423920","TIGER 미국필라델피아반도체레버리지(합성)","25730","115","0.45","25589.03","25665","25765","25470","95593","2446330245","247779900000","0","9630000","PHLX Semiconductor Sector Index","5732.62","-5.02","-0.09"
"228810","TIGER 미디어컨텐츠","6940","-20","-0.29","6943.72","6945","7005","6880","240188","1663076934","137620200000","0","19830000","WISE 미디어컨텐츠 지수","3531.23","-13.98","-0.39"
"364970","TIGER 바이오TOP10","8420","-15","-0.18","8429.70","8530","8575","8350","2175556","18346518182","174715000000","0","20750000","KRX 바이오 TOP 10 지수","2607.18","-12.23","-0.47"
"091230","TIGER 반도체","38510","-235","-0.61","38533.36","38900","38900","38355","281652","10853409370","288825000000","0","7500000","KRX 반도체","3860.32","-13.70","-0.35"
"488080","TIGER 반도체TOP10레버리지","6710","-20","-0.30","6764.52","6735","6835","6660","322307","2170622474","28853000000","0","4300000","FnGuide 반도체TOP10 지수","3068.24","0.82","0.03"
"098560","TIGER 방송통신","8590","-90","-1.04","8625.24","8700","8700","8580","7998","68725065","2920600000","0","340000","KRX 방송통신","795.24","-4.73","-0.59"
"211560","TIGER 배당성장","26000","-345","-1.31","26030.45","26345","26390","25800","49251","1282992441","53040000000","0","2040000","코스피 배당성장 50","5205.55","-73.35","-1.39"
"472150","TIGER 배당커버드콜액티브","11925","-35","-0.29","11922.34","11965","11990","11860","33388","397708093","107444250000","0","9010000","코스피 200 커버드콜 5% OTM","401.38","0.06","0.01"
"138520","TIGER 삼성그룹펀더멘털","13620","-80","-0.58","13601.78","13720","13762","13475","95528","1295961821","210565200000","0","15460000","MKF SAMs FW","15986.60","-216.59","-1.34"
"157490","TIGER 소프트웨어","9780","-30","-0.31","9814.34","9815","9860","9730","483756","4730012023","173301600000","0","17720000","FnGuide 소프트웨어 지수","5085.79","-13.60","-0.27"
"0000D0","TIGER 엔비디아미국채커버드콜밸런스(합성)","9590","50","0.52","9609.44","9660","9660","9530","46574","445768901","47950000000","0","5000000","KEDI 엔비디아미국채30년타겟커버드콜혼합지수(TR)","987.43","0.00","0.00"
"228800","TIGER 여행레저","3785","-40","-1.05","3802.09","3820","3855","3770","463133","1759698841","146820150000","0","38790000","WISE 여행레저 지수","1879.62","-11.70","-0.62"
"227570","TIGER 우량가치","16295","-105","-0.64","16307.79","16455","16460","16160","8386","136162488","8799300000","0","540000","FnGuide 퀄리티밸류 지수","33027.71","-123.49","-0.37"
"438330","TIGER 우량회사채액티브","117380","80","0.07","117426.72","117360","117420","117300","229452","26928227396","522223620000","0","4449000","KIS 투자등급회사채 지수(총수익)","135.09","0.08","0.06"
"261140","TIGER 우선주","14450","-135","-0.93","14495.71","14650","14680","14365","81118","1172107477","23987000000","0","1660000","코스피 우선주 지수","3430.87","-22.80","-0.66"
"130680","TIGER 원유선물Enhanced(H)","4285","75","1.78","4296.24","4250","4285","4245","89067","379922761","16925750000","0","3950000","S&P GSCI Crude Oil Enhanced Index ER","516.06","4.56","0.89"
"217770","TIGER 원유선물인버스(H)","2575","-45","-1.72","2568.38","2590","2595","2570","64115","165579575","7725000000","0","3000000","S&P GSCI Crude Oil Index ER","144.83","1.21","0.85"
"195930","TIGER 유로스탁스50(합성 H)","19670","180","0.92","19605.48","19560","19695","19560","14387","282735177","35406000000","0","1800000","EURO STOXX 50 Index","5359.23","-17.92","-0.33"
"225050","TIGER 유로스탁스레버리지(합성 H)","12615","260","2.10","12752.33","12470","12615","12465","2402","30207187","8199750000","0","650000","EURO STOXX 50 Index","5359.23","-17.92","-0.33"
"245350","TIGER 유로스탁스배당30","16670","180","1.09","16540.46","16600","16670","16425","6899","114215813","25838500000","0","1550000","Euro STOXX Select Dividend 30","2014.43","5.95","0.30"
"091220","TIGER 은행","12665","-135","-1.05","12643.16","12820","12840","12550","85640","1083107782","22037100000","0","1740000","KRX 은행","1245.02","-13.03","-1.04"
"466940","TIGER 은행고배당플러스TOP10","20095","-325","-1.59","20080.87","20420","20465","19885","2122182","42657516653","608878500000","0","30300000","FnGuide 은행고배당플러스TOP10 지수(시장가격 지수)","1834.48","-28.24","-1.52"
"307510","TIGER 의료기기","17450","-100","-0.57","17466.08","17675","17675","17370","15126","263602860","4362500000","0","250000","FnGuide 의료기기 지수","1828.77","-13.77","-0.75"
"225060","TIGER 이머징마켓MSCI레버리지(합성 H)","9550","35","0.37","9728.57","9505","9550","9400","2910","27493386","10123000000","0","1060000","MSCI EM Index","1249.38","8.13","0.65"
"453870","TIGER 인도니프티50","13520","-140","-1.02","13542.49","13660","13660","13490","184173","2500294722","525252000000","0","38850000","Nifty 50 Index","24968.40","-143.05","-0.57"
"236350","TIGER 인도니프티50레버리지(합성)","41790","-485","-1.15","41802.96","42275","42275","41790","2820","118271090","31760400000","0","760000","Nifty 50 Index","24968.40","-143.05","-0.57"
"479730","TIGER 인도빌리언컨슈머","10180","-45","-0.44","10205.04","10250","10250","10145","67001","681857040","132849000000","0","13050000","Mirae Asset India Billion Consumer 지수(PR)","4444.15","0.00","0.00"
"123310","TIGER 인버스","3900","10","0.26","3894.36","3915","3920","3870","82016","319918632","35880000000","0","9200000","코스피 200 선물지수","2132.39","-1.23","-0.06"
"365000","TIGER 인터넷TOP10","4655","5","0.11","4649.32","4655","4680","4595","1176787","5448920331","103108250000","0","22150000","KRX 인터넷 TOP 10 지수","1162.27","-2.79","-0.24"
"195920","TIGER 일본TOPIX(합성 H)","24100","-110","-0.45","24276.18","24800","24800","23750","283","6805505","12050000000","0","500000","TOPIX","2834.48","-5.33","-0.19"
"241180","TIGER 일본니케이225","22500","-45","-0.20","22484.96","22585","22650","22375","33757","758896382","241200000000","0","10720000","Nikkei 225","39819.11","-82.08","-0.21"
"465660","TIGER 일본반도체FACTSET","13010","-290","-2.18","13117.48","13300","13305","13005","5781","75514043","31874500000","0","2450000","FactSet Japan Semiconductor Index(PR)","3911.44","-60.63","-1.53"
"292560","TIGER 일본엔선물","8860","-10","-0.11","8865.38","8895","8895","8855","27485","243589056","60248000000","0","6800000","엔선물지수","488.82","0.11","0.02"
"494670","TIGER 조선TOP10","20205","40","0.20","20248.84","20165","20360","19880","935524","18853820016","281859750000","0","13950000","iSelect 조선TOP10 Index(PR)","3124.60","2.18","0.07"
"451540","TIGER 종합채권(AA-이상)액티브","56840","105","0.19","56828.37","57395","57395","56780","10111","574495315","1020960080000","0","17962000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","121.24","0.17","0.14"
"150460","TIGER 중국소비테마","8235","-110","-1.32","8251.01","8345","8345","8170","97415","800518853","99067050000","0","12030000","FnGuide 중국내수테마 지수","4235.17","-53.51","-1.25"
"302190","TIGER 중장기국채","52515","90","0.17","52500.25","52495","52530","52440","11479","602679845","269927100000","0","5140000","KIS 국채 3-10년 지수(시장가격지수)","10641.55","20.80","0.20"
"157500","TIGER 증권","9700","-190","-1.92","9705.10","9900","9900","9525","976741","9402821241","77406000000","0","7980000","FnGuide 증권 지수","4823.32","-101.57","-2.06"
"307520","TIGER 지주회사","14730","-30","-0.20","14741.29","14770","14910","14575","692101","10175153144","245254500000","0","16650000","FnGuide 지주회사 지수","2171.34","-4.12","-0.19"
"0067Y0","TIGER 차이나AI소프트웨어","10895","205","1.92","11048.04","10690","11075","10690","65097","710847671","22879500000","0","2100000","Mirae Asset China AI Software 지수 (Price Return, HKD)","895.48","0.00","0.00"
"192090","TIGER 차이나CSI300","10450","80","0.77","10479.11","10340","10485","10340","98222","1024031824","182875000000","0","17500000","CSI 300 Index","4058.55","24.06","0.60"
"204480","TIGER 차이나CSI300레버리지(합성)","18600","240","1.31","19030.19","18450","18600","18105","34079","631540035","92256000000","0","4960000","CSI 300 Index","4058.55","24.06","0.60"
"217780","TIGER 차이나CSI300인버스(합성)","7210","-45","-0.62","7255.94","7255","7270","7200","440","3174020","11536000000","0","1600000","CSI 300 Index","4058.55","24.06","0.60"
"245360","TIGER 차이나HSCEI","13290","90","0.68","13297.78","13220","13315","13210","23550","312270325","55153500000","0","4150000","Hang Seng China H","8922.57","57.05","0.64"
"414780","TIGER 차이나과창판STAR50(합성)","7890","25","0.32","8052.64","7895","7945","7860","48571","383459761","134919000000","0","17100000","STAR 50 Index(Price Return)","1007.53","1.88","0.19"
"0067V0","TIGER 차이나글로벌리더스TOP3+","10385","145","1.42","10661.07","10245","10385","10245","98092","1011297989","57117500000","0","5500000","Solactive-KEDI 차이나글로벌리더스TOP3플러스 지수 (Price Return, CNH)","2430.95","28.33","1.18"
"371470","TIGER 차이나바이오테크SOLACTIVE","8450","155","1.87","8388.11","8295","8500","8290","169454","1424589594","47658000000","0","5640000","Solactive China Biotech Index(PR)","1795.90","14.39","0.81"
"396520","TIGER 차이나반도체FACTSET","6670","20","0.30","6728.22","6580","6700","6520","44291","295076855","40553600000","0","6080000","FactSet China Semiconductor 지수(PR)","163.98","0.68","0.42"
"371460","TIGER 차이나전기차SOLACTIVE","9765","70","0.72","9829.93","9750","9800","9670","1400610","13654706013","1629583200000","0","166880000","Solactive China Electric Vehicle and Battery Index(PR)","2097.87","17.41","0.84"
"456680","TIGER 차이나전기차레버리지(합성)","6170","110","1.82","6311.19","6070","6185","6005","53886","329950525","46151600000","0","7480000","Solactive China Electric Vehicle and Battery Index(PR)","2097.87","17.41","0.84"
"396510","TIGER 차이나클린에너지SOLACTIVE","5815","15","0.26","5854.06","5835","5855","5750","6191","36063332","16049400000","0","2760000","Solactive China Clean Energy 지수(PR)","1531.12","-12.40","-0.80"
"0047A0","TIGER 차이나테크TOP10","10030","145","1.47","10003.65","9915","10140","9915","296129","2970302025","104813500000","0","10450000","Mirae Asset China Tech Top 10 지수 (Price Return)","3282.19","0.00","0.00"
"117690","TIGER 차이나항셍30","21520","325","1.53","21505.83","21365","21640","21195","6079","130618602","11836000000","0","550000","Hang Seng China (Hong Kong-listed) 30 Index","9420.03","138.05","1.49"
"371160","TIGER 차이나항셍테크","8465","75","0.89","8491.44","8450","8525","8410","2592523","21950887324","1039925250000","0","122850000","Hang Seng TECH Index","5538.83","89.98","1.65"
"438320","TIGER 차이나항셍테크레버리지(합성 H)","8825","120","1.38","8949.84","8820","9010","8770","89542","795669533","36094250000","0","4090000","Hang Seng TECH Index","5538.83","89.98","1.65"
"0053L0","TIGER 차이나휴머노이드로봇","10115","-35","-0.34","10194.66","10240","10375","10095","262897","2685361373","47540500000","0","4700000","Mirae Asset China Humanoid Robot 지수(PR)","2626.82","0.00","0.00"
"0052D0","TIGER 코리아배당다우존스","12550","-130","-1.03","12554.64","12710","12742","12445","2267682","28422344797","304965000000","0","24300000","Dow Jones Korea Dividend 30 지수 (Price Return)","1669.23","-17.87","-1.06"
"496080","TIGER 코리아밸류업","12615","-95","-0.75","12643.08","12750","12790","12565","280903","3549429147","135611250000","0","10750000","코리아 밸류업 지수","1276.85","-6.17","-0.48"
"471780","TIGER 코리아테크액티브","10725","75","0.70","10751.66","10700","10805","10685","889","9540115","10725000000","0","1000000","KRX 정보기술","1550.81","4.50","0.29"
"232080","TIGER 코스닥150","14065","135","0.97","14108.65","13975","14115","13955","588407","8260805369","207599400000","0","14760000","코스닥 150","1381.13","11.66","0.85"
"233160","TIGER 코스닥150 레버리지","10555","165","1.59","10508.60","10440","10645","10405","438064","4609536337","75996000000","0","7200000","코스닥 150","1381.13","11.66","0.85"
