종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"491080","KODEX 25-12 은행채(AAA)액티브","103075","10","0.01","103071.99","103065","103075","103060","2218","228597755","995807575000","0","9661000","KAP 25-12 은행채 총수익 지수","106.00","0.03","0.03"
"473290","KODEX 26-12 회사채(AA-이상)액티브","10840","5","0.05","10835.35","10835","10845","10830","51166","554594746","723786800000","0","66770000","KAP 26-12 회사채 총수익 지수(AA-이상)","118.43","0.03","0.03"
"0007F0","KODEX 27-12 회사채(AA-이상)액티브","10230","-5","-0.05","10229.80","10235","10235","10225","34958","357725158","350275200000","0","34240000","KAP 27-12 회사채 총수익 지수(AA-이상)","108.42","0.06","0.06"
"305720","KODEX 2차전지산업","11710","410","3.63","11731.18","11460","11835","11460","7374243","86144147915","1043361000000","0","89100000","FnGuide 2차전지 산업 지수","2050.57","72.05","3.64"
"462330","KODEX 2차전지산업레버리지","1020","68","7.14","1024.91","974","1036","972","62338787","62928942864","283152000000","0","277600000","FnGuide 2차전지 산업 지수","2050.62","72.10","3.64"
"461950","KODEX 2차전지핵심소재10","4100","235","6.08","4108.51","3945","4175","3945","4067538","16599380799","154160000000","0","37600000","FnGuide 2차전지핵심소재10 지수","3667.49","221.82","6.44"
"457690","KODEX 33-06 국고채액티브","11205","40","0.36","11207.66","11185","11215","11180","8131","91033640","25883550000","0","2310000","KAP 33-06 국고채 총수익 지수","115.89","0.27","0.23"
"271060","KODEX 3대농산물선물(H)","7980","0","0.00","7998.54","7980","7985","7930","19682","156600819","28728000000","0","3600000","S&P GSCI Grains Select Index ER","16.76","0.26","1.57"
"457700","KODEX 53-09 국고채액티브","12220","45","0.37","12232.64","12200","12240","12195","8933","109098270","21262800000","0","1740000","KAP 53-09 국고채 총수익 지수","120.01","0.47","0.39"
"395160","KODEX AI반도체","10590","-20","-0.19","10595.64","10685","10685","10535","243819","2582189751","298638000000","0","28200000","FnGuide AI반도체지수","2438.84","-3.34","-0.14"
"471990","KODEX AI반도체핵심장비","10370","-50","-0.48","10405.72","10480","10485","10345","568424","5909608986","136884000000","0","13200000","iSelect AI 반도체핵심장비 지수","2909.50","-6.62","-0.23"
"487240","KODEX AI전력핵심설비","15525","135","0.88","15541.70","15505","15690","15245","1910833","29553200866","372600000000","0","24000000","iSelect AI 전력핵심설비 지수(Price Return)","9392.38","101.30","1.09"
"481050","KODEX CD1년금리플러스액티브(합성)","1023250","55","0.01","1023093.05","1023245","1023250","1023245","9599","9822190179","2243987250000","0","2193000","KAP 1년은행 CD+추가금리 지수(총수익지수)","1204.07","0.24","0.02"
"459580","KODEX CD금리액티브(합성)","1074850","75","0.01","1074907.89","1074845","1074850","1074845","288550","310147263685","8657379325000","0","8054500","KAP 양도성예금증서(CD)금리지수(총수익지수)","121.37","0.03","0.02"
"439860","KODEX ESG종합채권(A-이상)액티브","116125","-35","-0.03","115977.64","116130","116135","115840","3327","386357160","282067625000","0","2429000","KAP ESG 종합채권지수(A- 이상, 총수익)","129.88","0.07","0.05"
"266370","KODEX IT","17980","75","0.42","18013.85","17965","18060","17900","9269","166862005","21576000000","0","1200000","KRX 정보기술","1550.81","4.50","0.29"
"368680","KODEX K-뉴딜디지털플러스","8025","30","0.38","8035.57","8040","8060","7975","8426","67524760","8827500000","0","1100000","FnGuide K-뉴딜 디지털 플러스 지수","1913.54","1.80","0.09"
"423160","KODEX KOFR금리액티브(합성)","110790","25","0.02","110778.37","110785","110790","110785","348453","38604898339","3985005510000","0","35969000","KOFR 지수","1163.32","0.07","0.01"
"292190","KODEX KRX300","20200","25","0.12","20185.61","20245","20260","20065","7282","147034950","24240000000","0","1200000","KRX 300","1974.97","-0.77","-0.04"
"306950","KODEX KRX300레버리지","19450","-20","-0.10","19577.09","19515","19545","19410","2193","42612980","19450000000","0","1000000","KRX 300","1974.97","-0.77","-0.04"
"229720","KODEX KTOP30","18135","-65","-0.36","18144.90","18200","18200","18050","804","14569435","9067500000","0","500000","KTOP 30","9162.58","-37.10","-0.40"
"0080G0","KODEX K방산TOP10","10575","-85","-0.80","10594.77","10685","10685","10475","1001064","10579071983","92002500000","0","8700000","iSelect K방산 TOP10 지수(Price Return)","10078.96","-38.42","-0.38"
"291890","KODEX MSCI EM선물(H)","9355","75","0.81","9358.78","9340","9380","9340","159","1488515","5145250000","0","550000","iEdge Emerging Markets Futures Index(ER)","1295.95","-3.21","-0.25"
"289040","KODEX MSCI KOREA ESG유니버설","12580","65","0.52","12548.29","12580","12580","12580","16","201280","8806000000","0","700000","MSCI Korea ESG Universal Capped Index","1761.42","-4.22","-0.24"
"156080","KODEX MSCI Korea","19315","-10","-0.05","19369.81","19540","19540","19295","1091","21147520","13520500000","0","700000","MSCI Korea Index","946.77","-0.38","-0.04"
"278540","KODEX MSCI Korea TR","14265","-35","-0.24","14309.89","14350","14365","14205","4695","67081311","716103000000","0","50200000","MSCI Korea TR Index","1811.34","-0.73","-0.04"
"251350","KODEX MSCI선진국","32590","285","0.88","32509.90","32435","32615","32430","29503","959326408","386191500000","0","11850000","MSCI World","4065.68","5.17","0.13"
"269420","KODEX S&P글로벌인프라(합성)","19825","270","1.38","19769.44","19775","20600","19655","6323","125475760","18813925000","0","949000","S&P Global Infrastructure Index","3394.94","34.35","1.02"
"433970","KODEX TDF2030액티브","13205","80","0.61","13179.60","13135","13210","13135","13253","174722335","46877750000","0","3550000","Samsung Korea Target Date 2030 Index (Price Return)","1783.49","3.13","0.18"
"433980","KODEX TDF2040액티브","14205","80","0.57","14173.36","14120","14220","14120","16124","228681063","41904750000","0","2950000","Samsung Korea Target Date 2040 Index (Price Return)","2009.90","6.88","0.34"
"434060","KODEX TDF2050액티브","14940","95","0.64","14896.71","14915","14955","14895","145680","2173359322","242028000000","0","16200000","Samsung Korea Target Date 2050 Index (Price Return)","2255.77","11.39","0.51"
"329650","KODEX TRF3070","13940","85","0.61","13946.81","13860","13945","13860","57972","806958393","232798000000","0","16700000","FnGuide TRF 3070 지수","1803.58","6.16","0.34"
"329660","KODEX TRF5050","16675","125","0.76","16678.14","16555","16680","16555","74427","1238211626","86710000000","0","5200000","FnGuide TRF 5050 지수","2159.75","9.21","0.43"
"329670","KODEX TRF7030","19540","165","0.85","19556.21","19385","19565","19385","19717","384331725","68390000000","0","3500000","FnGuide TRF 7030 지수","2559.13","13.09","0.51"
"395170","KODEX Top10동일가중","8105","55","0.68","8082.45","8140","8140","8060","469","3792565","55924500000","0","6900000","FnGuide TOP10 동일가중 지수","1274.95","0.09","0.01"
"315930","KODEX Top5PlusTR","26945","-35","-0.13","27004.53","27175","27260","26855","10438","282152110","859545500000","0","31900000","FnGuide TOP 5 Plus Total Return 지수","2747.19","-2.16","-0.08"
"261220","KODEX WTI원유선물(H)","15030","320","2.18","15063.13","14915","15035","14900","144796","2164872198","61247250000","0","4075000","S&P GSCI Crude Oil Index ER","144.83","1.21","0.85"
"271050","KODEX WTI원유선물인버스(H)","3960","-70","-1.74","3944.70","3980","3985","3955","276395","1097781594","28413000000","0","7175000","S&P GSCI Crude Oil Index ER","144.83","1.21","0.85"
"468370","KODEX iShares미국인플레이션국채액티브","10990","60","0.55","10967.34","11035","11035","10930","6926","76001340","12528600000","0","1140000","ICE U.S. Treasury Inflation Linked Bond Index(Total Return)","124.78","0.09","0.07"
"468630","KODEX iShares미국투자등급회사채액티브","11170","90","0.81","11144.60","11095","11185","11095","14386","160392347","21334700000","0","1910000","Markit iBoxx USD Liquid Investment Grade Index(Total Return)","329.26","0.59","0.18"
"468380","KODEX iShares미국하이일드액티브","11235","25","0.22","11230.35","11210","11245","11200","115873","1298716894","52018050000","0","4630000","ICE BofAML US HY Constrained Index(Total Return)","595.25","0.58","0.10"
"275290","KODEX 가치주","13315","-90","-0.67","13384.35","13510","13510","13305","772","10313100","11983500000","0","900000","MSCI Korea IMI Enhanced Value Capped","7830.76","-36.29","-0.46"
"117700","KODEX 건설","4255","20","0.47","4254.74","4245","4280","4175","658436","2777656090","52762000000","0","12400000","KRX 건설","860.28","1.33","0.15"
"300950","KODEX 게임산업","7330","60","0.83","7324.45","7285","7340","7230","37143","270776995","22723000000","0","3100000","FnGuide 게임 산업 지수","898.46","2.45","0.27"
"266390","KODEX 경기소비재","10090","-45","-0.44","10081.20","10160","10160","10030","12969","130787770","6054000000","0","600000","KRX 경기소비재","1146.83","-5.89","-0.51"
"279530","KODEX 고배당주","13615","-180","-1.30","13633.30","13775","13855","13520","1175917","16048802213","261408000000","0","19200000","FnGuide 고배당 Plus 지수","20751.28","-248.13","-1.18"
"132030","KODEX 골드선물(H)","19755","50","0.25","19773.98","19745","19780","19705","71861","1418773396","262741500000","0","13300000","S&P GSCI Gold Index(TR)","1650.88","0.00","0.00"
"280940","KODEX 골드선물인버스(H)","4525","-5","-0.11","4501.70","4530","4530","4470","1686","7603910","3620000000","0","800000","S&P GSCI GOLD Index Excess Return","209.01","0.78","0.38"
"138910","KODEX 구리선물(H)","9015","40","0.45","9067.57","8980","9040","8980","29723","268114611","13522500000","0","1500000","S&P GSCI North American Copper Index(TR)","782.17","0.00","0.00"
"471230","KODEX 국고채10년액티브","113650","375","0.33","113621.41","113315","113705","113315","8370","950323865","462669150000","0","4071000","KAP 국고채 10년 지수(TR)","116.85","0.39","0.33"
"439870","KODEX 국고채30년액티브","120775","420","0.35","121006.44","120120","121035","120120","9215","1113349985","615952500000","0","5100000","KAP 국고채 30년 총수익 지수","105.33","0.40","0.38"
"114260","KODEX 국고채3년","62765","-5","-0.01","62815.48","62780","62805","62745","22153","1390522560","555595780000","0","8852000","MKF 국고채지수(총수익)","204.75","0.20","0.10"
"152380","KODEX 국채선물10년","70375","185","0.26","70403.63","70225","70430","70210","3121","219507550","37158000000","0","528000","10년국채선물지수","1239.07","5.16","0.42"
"176950","KODEX 국채선물10년인버스","54510","-130","-0.24","54496.71","0","0","0","0","0","6541200000","0","120000","10년국채선물지수","1239.07","5.16","0.42"
"292770","KODEX 국채선물3년인버스","55525","0","0.00","55552.43","0","0","0","0","0","22321050000","0","402000","국채선물지수","1240.37","0.69","0.06"
"276990","KODEX 글로벌로봇(합성)","19740","315","1.62","19871.23","19750","19810","19660","17909","353176782","23786700000","0","1205000","ROBO Global Robotics & Automation UCITS Price Return Index","1005.91","0.26","0.03"
"476070","KODEX 글로벌비만치료제TOP2 Plus","9605","-135","-1.39","9664.06","9690","9690","9545","66235","635535166","63393000000","0","6600000","iSelect 글로벌 비만치료제TOP2 Plus 지수(PR)","2685.76","-14.79","-0.55"
"0064K0","KODEX 금액티브","9830","20","0.20","9857.09","9810","9840","9790","419129","4111014839","101249000000","0","10300000","Bloomberg Gold Spot NY 4pm USD Index","2858.72","7.42","0.26"
"498410","KODEX 금융고배당TOP10타겟위클리커버드콜","13170","-220","-1.64","13150.69","13390","13395","13025","1820941","23942809381","364809000000","0","27700000","코스피 200 금융 고배당 TOP 10 타겟 분배 위클리 커버드콜 지수","1176.94","-16.84","-1.41"
"102960","KODEX 기계장비","10605","165","1.58","10648.69","10505","10640","10490","23357","246958154","14634900000","0","1380000","KRX 기계장비","1155.24","18.44","1.62"
"404260","KODEX 기후변화솔루션","12275","25","0.20","12303.34","12335","12365","12235","518","6363085","11047500000","0","900000","KRX 기후변화 솔루션지수","2365.02","16.41","0.70"
"273140","KODEX 단기변동금리부채권액티브","114685","5","0.00","114682.40","114675","114685","114675","1320","151383490","289923680000","0","2528000","KAP 단기변동금리부은행채권지수","144.21","0.02","0.01"
"153130","KODEX 단기채권","113685","15","0.01","113677.47","113675","113685","113675","9085","1032791403","610829505000","0","5373000","KRW Cash 지수(총수익)","170.73","0.04","0.02"
"214980","KODEX 단기채권PLUS","115015","20","0.02","115013.70","115015","115020","115010","88473","10175494827","1611705195000","0","14013000","KRW Cash PLUS 지수(총수익)","165.58","0.03","0.02"
"487950","KODEX 대만테크고배당다우존스","9960","5","0.05","9999.30","9995","10030","9930","5472","54670735","10956000000","0","1100000","Dow Jones Taiwan Technology Dividend 30 Index(TWD)(PR)","2610.57","-1.32","-0.05"
"122630","KODEX 레버리지","24970","-60","-0.24","25120.28","25120","25285","24700","25292602","631584503437","2633086500000","0","105450000","코스피 200","431.10","-0.54","-0.13"
"445290","KODEX 로봇액티브","16975","-35","-0.21","16938.58","17120","17120","16810","154358","2611079688","153623750000","0","9050000","iSelect K-로봇테마 지수","2131.91","-10.69","-0.50"
"488770","KODEX 머니마켓액티브","103340","15","0.01","103348.02","103340","103345","103340","403703","41720228294","6532741440000","0","63216000","KAP MMF 지수(TR)","117.91","0.03","0.03"
"321410","KODEX 멀티에셋하이인컴(H)","10135","0","0.00","10115.94","10130","10135","10130","713","7222695","5067500000","0","500000","Morningstar Multi-Asset High Income 10% Capped Index","1037.07","-1.42","-0.14"
"337120","KODEX 멀티팩터","15360","0","0.00","15373.76","0","0","0","0","0","9216000000","0","600000","FnGuide 멀티팩터 지수","9660.75","-45.31","-0.47"
"401470","KODEX 메타버스액티브","8030","-15","-0.19","8055.72","8045","8060","7990","47819","383923999","107602000000","0","13400000","FnGuide K-메타버스 지수","1175.59","-0.32","-0.03"
"244620","KODEX 모멘텀Plus","14915","-130","-0.86","14947.38","14980","15055","14865","225","3356735","8949000000","0","600000","FnGuide 모멘텀 Plus 지수","4909.21","-48.54","-0.98"
"275280","KODEX 모멘텀주","18610","-65","-0.35","18669.21","18670","18755","18520","14523","270128390","13027000000","0","700000","MSCI Korea IMI Momentum Capped","6078.76","-21.76","-0.36"
"308620","KODEX 미국10년국채선물","11725","25","0.21","11718.45","11715","11735","11680","51858","607321169","85592500000","0","7300000","S&P 10-Year U.S. Treasury Note Futures KRW(ER)","225.63","0.61","0.27"
"484790","KODEX 미국30년국채액티브(H)","8755","55","0.63","8732.56","8735","8765","8730","526547","4605931916","574415550000","0","65610000","KEDI-KAP 미국 국채 20+ 지수(TR)","70.11","0.06","0.09"
"304660","KODEX 미국30년국채울트라선물(H)","7375","50","0.68","7372.53","7355","7385","7355","175734","1295063573","282462500000","0","38300000","S&P Ultra T-Bond Futures Index(ER)","107.17","0.23","0.22"
"304670","KODEX 미국30년국채울트라선물인버스(H)","12210","-85","-0.69","12219.97","12230","12230","12185","1788","21831367","6105000000","0","500000","S&P Ultra T-Bond Futures Index(ER)","107.17","0.23","0.22"
"481060","KODEX 미국30년국채타겟커버드콜(합성 H)","8455","50","0.59","8441.92","8435","8460","8435","886941","7493797135","656530750000","0","77650000","Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR)","878.11","1.51","0.17"
"0041D0","KODEX 미국AI소프트웨어TOP10","13690","235","1.75","13632.64","13585","13690","13585","144054","1964550290","39701000000","0","2900000","iSelect 미국 AI 소프트웨어 TOP10 지수(PR)","3551.75","2.88","0.08"
"487230","KODEX 미국AI전력핵심인프라","16155","335","2.12","16064.23","16000","16160","16000","2235998","35957826280","550077750000","0","34050000","iSelect 미국AI전력핵심인프라 지수(Price Return)","7246.52","131.65","1.85"
"485540","KODEX 미국AI테크TOP10","12315","105","0.86","12270.20","12290","12335","12255","310670","3816957222","134849250000","0","10950000","KEDI 미국AI테크 TOP10 지수(PR)","10515.10","0.00","0.00"
"483280","KODEX 미국AI테크TOP10타겟커버드콜","11380","100","0.89","11348.54","11325","11400","11325","397925","4519397078","436992000000","0","38400000","KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return)","8577.91","0.00","0.00"
"428560","KODEX 미국ETF산업Top10 Indxx","17730","150","0.85","17753.56","17680","17850","17665","11314","200714375","15070500000","0","850000","Indxx US ETF Industry Top10 Index(Price Return)","4216.16","-20.78","-0.49"
"379800","KODEX 미국S&P500","20135","145","0.73","20076.33","20070","20160","20060","3379755","67945230951","4786089500000","0","237700000","S&P 500","6296.79","-0.57","-0.01"
"449180","KODEX 미국S&P500(H)","14485","100","0.70","14444.54","14455","14485","14455","281968","4079772860","772774750000","0","53350000","S&P 500","6296.79","-0.57","-0.01"
"453660","KODEX 미국S&P500경기소비재","16610","80","0.48","16631.25","16545","16645","16515","1285","21276445","11627000000","0","700000","S&P Consumer Discretionary Select Sector Index(Price Return)","2246.77","19.44","0.87"
"453650","KODEX 미국S&P500금융","18130","290","1.63","18071.81","17990","18145","17980","24140","435276360","48044500000","0","2650000","S&P Financial Select Sector Index(Price Return)","647.88","0.47","0.07"
"0005A0","KODEX 미국S&P500데일리커버드콜OTM","9350","80","0.86","9331.09","9300","9360","9297","112279","1046505962","106590000000","0","11400000","S&P 500 Covered Call 1% OTM Daily Index(TR)","330.02","0.01","0.00"
"276970","KODEX 미국S&P500배당귀족커버드콜(합성 H)","7750","-30","-0.39","7755.81","7780","7790","7715","80778","624125842","36425000000","0","4700000","S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index","106.35","-0.66","-0.61"
"0026E0","KODEX 미국S&P500버퍼3월액티브","10065","30","0.30","10122.58","10035","10075","10035","25297","254308000","67938750000","0","6750000","S&P500 10% Buffered Index March Series (USD) TR","186.73","0.15","0.08"
"0068M0","KODEX 미국S&P500버퍼6월액티브","10485","60","0.58","10535.62","10555","10555","10475","78994","828578221","52425000000","0","5000000","S&P500 10% Buffered Index June Series (USD) TR","379.78","0.21","0.05"
"200030","KODEX 미국S&P500산업재(합성)","36660","495","1.37","36617.94","36485","36750","36480","6477","237043155","41755740000","0","1139000","S&P Select Sector Industrial Index","1530.58","0.00","0.00"
"219480","KODEX 미국S&P500선물(H)","28105","160","0.57","28130.52","28090","28120","28075","11840","332675650","151767000000","0","5400000","S&P 500 Futures Total Return Index","951.81","2.25","0.24"
"0041E0","KODEX 미국S&P500액티브","12040","100","0.84","12015.68","11995","12055","11990","30570","367276296","24080000000","0","2000000","S&P 500","6296.79","-0.57","-0.01"
"218420","KODEX 미국S&P500에너지(합성)","14130","190","1.36","14078.03","13980","14140","13980","21121","296913210","25660080000","0","1816000","S&P Select Sector Energy Index","905.60","-6.18","-0.68"
"463640","KODEX 미국S&P500유틸리티","13360","70","0.53","13435.14","13335","13380","13325","4575","61050910","14696000000","0","1100000","S&P Utilities Select Sector Index(Price Return)","847.92","14.25","1.71"
"463690","KODEX 미국S&P500커뮤니케이션","16955","15","0.09","16985.96","16940","16980","16920","415","7037880","11020750000","0","650000","S&P Communication Services Select Sector Index(Price Return)","554.80","-2.15","-0.39"
"463680","KODEX 미국S&P500테크놀로지","15930","120","0.76","15883.23","15950","16010","15810","12240","195262365","25488000000","0","1600000","S&P Technology Select Sector Index(Price Return)","2628.06","-1.00","-0.04"
"453630","KODEX 미국S&P500필수소비재","12080","145","1.21","12099.48","12035","12095","12010","4423","53265520","12684000000","0","1050000","S&P Consumer Staples Select Sector Index(Price Return)","817.11","-2.52","-0.31"
"453640","KODEX 미국S&P500헬스케어","11350","-65","-0.57","11271.21","11320","11350","11300","27754","314048766","28375000000","0","2500000","S&P Health Care Select Sector Index(Price Return)","1332.08","-8.09","-0.60"
"185680","KODEX 미국S&P바이오(합성)","26490","345","1.32","26420.80","26190","26510","26120","3176","83209059","14993340000","0","566000","S&P Biotechnology Select Industry Index","6862.14","0.00","0.00"
"0028X0","KODEX 미국금융테크액티브","11900","220","1.88","11873.69","12090","12090","11815","80581","957070673","23800000000","0","2000000","iSelect 미국 차세대 파이낸셜 테크 지수(시장가격)","1166.38","-11.33","-0.96"
"379810","KODEX 미국나스닥100","21520","165","0.77","21467.03","21465","21550","21435","1090085","23419170285","2853552000000","0","132600000","NASDAQ 100","23065.47","-15.58","-0.07"
"449190","KODEX 미국나스닥100(H)","17930","120","0.67","17890.93","17900","17935","17895","233176","4176943485","465283500000","0","25950000","NASDAQ 100","23065.47","-15.58","-0.07"
"494300","KODEX 미국나스닥100데일리커버드콜OTM","9720","90","0.93","9695.61","9660","9735","9655","466426","4522702030","303264000000","0","31200000","NASDAQ-100 Daily Covered Call 101 Index(TR)","276.52","-0.15","-0.05"
"409820","KODEX 미국나스닥100레버리지(합성 H)","13655","190","1.41","13598.15","13595","13665","13585","201657","2745622443","226673000000","0","16600000","NASDAQ 100","23065.47","-15.58","-0.07"
"304940","KODEX 미국나스닥100선물(H)","26505","205","0.78","26435.77","26450","26515","26435","48157","1274727435","116622000000","0","4400000","NASDAQ 100","23065.47","-15.58","-0.07"
"409810","KODEX 미국나스닥100선물인버스(H)","6905","-50","-0.72","6915.20","6910","6915","6900","80920","558980717","22096000000","0","3200000","NASDAQ 100","23065.47","-15.58","-0.07"
"411420","KODEX 미국나스닥AI테크액티브","17380","285","1.67","17253.94","17175","17380","17165","30396","525485800","66044000000","0","3800000","Nasdaq CB Insights Metaverse US Index (Price Return)","1609.06","1.57","0.10"
"455030","KODEX 미국달러SOFR금리액티브(합성)","11985","5","0.04","11999.14","11970","11995","11955","79817","955228852","466216500000","0","38900000","Bloomberg SOFR Daily Total Return Index","120.33","0.01","0.01"
"261240","KODEX 미국달러선물","13995","10","0.07","13998.09","13980","14005","13955","35836","500713066","56959650000","0","4070000","미국달러선물지수","1535.25","0.11","0.01"
"261250","KODEX 미국달러선물레버리지","15740","20","0.13","15737.91","15710","15755","15640","27655","433581927","38720400000","0","2460000","미국달러선물지수","1535.25","0.11","0.01"
"261270","KODEX 미국달러선물인버스","8080","-15","-0.19","8099.18","8095","8110","8075","25745","208229209","74336000000","0","9200000","미국달러선물지수","1535.25","0.11","0.01"
"261260","KODEX 미국달러선물인버스2X","5505","-5","-0.09","5510.08","5525","5530","5490","442300","2437716044","298646250000","0","54250000","미국달러선물지수","1535.25","0.11","0.01"
"280930","KODEX 미국러셀2000(H)","13395","230","1.75","13329.71","13365","13395","13355","19902","266155919","52240500000","0","3900000","FTSE Russell 2000 Index","2240.01","-13.67","-0.61"
"0048J0","KODEX 미국머니마켓액티브","13975","15","0.11","13985.57","13940","13980","13930","77562","1081713459","297541725000","0","21291000","KAP 미국 머니마켓 지수","139.56","0.09","0.06"
"390390","KODEX 미국반도체","27875","70","0.25","27791.26","27805","27905","27755","259950","7235407864","490600000000","0","17600000","MVIS US Listed Semiconductor 25 Index","8732.78","-40.10","-0.46"
"489250","KODEX 미국배당다우존스","10355","105","1.02","10337.28","10345","10365","10320","267591","2766392897","352070000000","0","34000000","Dow Jones U.S. Dividend 100 Price Return Index","5728.33","-25.19","-0.44"
"483290","KODEX 미국배당다우존스타겟커버드콜","9325","85","0.92","9312.56","9285","9330","9285","141976","1321504771","176242500000","0","18900000","Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return)","451.67","-2.73","-0.60"
"441640","KODEX 미국배당커버드콜액티브","11720","75","0.64","11704.85","11675","11735","11675","759440","8888108039","485208000000","0","41400000","S&P 500","6296.79","-0.57","-0.01"
"352560","KODEX 미국부동산리츠(H)","11865","-10","-0.08","11851.18","11890","11890","11850","19462","230741993","33222000000","0","2800000","Dow Jones U.S. Real Estate PR Index","364.50","1.25","0.34"
"314250","KODEX 미국빅테크10(H)","52365","165","0.32","52291.87","52130","52395","52130","98893","5176078836","690170700000","0","13180000","NYSE U.S. Big TECH 10 INDEX","14960.00","-39.27","-0.26"
"473460","KODEX 미국서학개미","20550","195","0.96","20468.18","20425","20580","20400","309194","6340115601","230160000000","0","11200000","iSelect 서학개미 지수(PR)","5534.67","34.71","0.63"
"390400","KODEX 미국스마트모빌리티S&P","6450","90","1.42","6487.14","6395","6485","6395","18128","116498907","9675000000","0","1500000","S&P Kensho Smart Transportation","189.93","0.43","0.23"
"437080","KODEX 미국종합채권ESG액티브(H)","100800","290","0.29","100786.91","100775","100865","100705","17170","1731043595","285465600000","0","2832000","Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return)","124.80","0.21","0.17"
"419420","KODEX 미국클린에너지나스닥","6625","205","3.19","6624.26","6500","6630","6500","20937","138314082","9937500000","0","1500000","Nasdaq Clean Edge Green Energy Index (Price Return)","477.61","9.07","1.94"
"491090","KODEX 미국테크TOP3플러스","13585","110","0.82","13573.38","13525","13600","13500","15992","216684965","26490750000","0","1950000","KEDI 미국테크TOP3플러스 지수(Price Return)","6258.34","0.00","0.00"
"0038A0","KODEX 미국휴머노이드로봇","13185","170","1.31","13149.32","13165","13195","13125","623166","8188637702","66584250000","0","5050000","iSelect 미국 휴머노이드 로봇 지수(Price Return)","8669.47","52.44","0.61"
"266360","KODEX 미디어&엔터테인먼트","13775","-25","-0.18","13796.81","13790","13845","13695","154399","2124603091","88160000000","0","6400000","KRX 미디어&엔터테인먼트","2137.42","-7.16","-0.33"
"244580","KODEX 바이오","9850","115","1.18","9843.22","9810","9865","9695","1588848","15563005772","148144000000","0","15040000","FnGuide 바이오 지수","3419.84","33.33","0.98"
"091160","KODEX 반도체","37000","-145","-0.39","37037.93","37290","37385","36855","508030","18828768145","712250000000","0","19250000","KRX 반도체","3860.32","-13.70","-0.35"
"494310","KODEX 반도체레버리지","11600","-65","-0.56","11633.52","11700","11815","11470","498944","5798468674","104980000000","0","9050000","KRX 반도체","3860.32","-13.70","-0.35"
"325020","KODEX 배당가치","17235","-105","-0.61","17250.69","17440","17440","17120","26470","455899830","108580500000","0","6300000","FnGuide SLV 배당가치 지수","2013.08","-13.06","-0.64"
"211900","KODEX 배당성장","20800","-305","-1.45","20825.48","21200","21225","20650","113097","2350940201","48880000000","0","2350000","코스피 배당성장 50","5205.55","-73.35","-1.39"
"237370","KODEX 배당성장채권혼합","14595","-45","-0.31","14570.52","14665","14675","14515","93271","1360873473","67137000000","0","4600000","배당성장채권혼합지수","2260.56","-8.28","-0.36"
"244670","KODEX 밸류Plus","10545","-105","-0.99","10570.89","10655","10655","10495","7801","82005680","6327000000","0","600000","FnGuide 벨류 Plus 지수","2084.86","-19.90","-0.95"
"140700","KODEX 보험","12290","-340","-2.69","12285.71","12630","12635","12125","261214","3204236266","43015000000","0","3500000","KRX 보험","2570.31","-70.47","-2.67"
"102780","KODEX 삼성그룹","10060","-95","-0.94","10071.54","10200","10200","9985","971198","9761215918","1416448000000","0","140800000","삼성그룹","10098.78","-119.14","-1.17"
"213610","KODEX 삼성그룹밸류","9605","-95","-0.98","9628.48","9740","9740","9540","61925","594982023","120062500000","0","12500000","WISE 삼성그룹 밸류 인덱스","9598.06","-87.58","-0.90"
"448330","KODEX 삼성전자채권혼합","11240","10","0.09","11250.41","11235","11290","11215","314749","3543033750","105656000000","0","9400000","Wise 삼성전자채권혼합 지수","1663.12","1.57","0.09"
"325010","KODEX 성장주","17480","50","0.29","17522.42","17495","17580","17410","10942","191311450","104880000000","0","6000000","FnGuide 성장 지수(PR)","4967.41","10.36","0.21"
"385510","KODEX 신재생에너지액티브","23960","245","1.03","23913.03","23800","24110","23700","116106","2771196728","112612000000","0","4700000","FnGuide K-신재생에너지 플러스 지수","1869.97","31.45","1.71"
"446690","KODEX 아시아AI반도체exChina액티브","18575","-150","-0.80","18646.32","18730","18730","18500","366","6778435","9287500000","0","500000","iSelect 아시아반도체 제조동맹 지수(시장가격)","4116.36","-13.38","-0.32"
"437070","KODEX 아시아달러채권ESG플러스액티브","60775","200","0.33","60654.61","60605","60780","60575","1066","64607430","62719800000","0","1032000","Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return)","114.59","0.18","0.16"
"117460","KODEX 에너지화학","11635","135","1.17","11623.95","11615","11695","11555","36166","420444771","28505750000","0","2450000","KRX 에너지화학","2316.93","18.81","0.82"
"275300","KODEX 우량주","10500","-25","-0.24","10539.88","10530","10530","10500","2007","21117650","13650000000","0","1300000","MSCI Korea IMI Quality Capped","6196.32","-18.84","-0.30"
"140710","KODEX 운송","6190","-65","-1.04","6185.01","6255","6280","6150","39517","244085965","11761000000","0","1900000","KRX 운송","1250.79","-11.66","-0.92"
